feedback_code,feedback_description,position,component_tag,type,nature,component_description,content,status,error_tag,error_description,task_types,exercises
AP_FB_7bf67ffd,error | FO_1.1.1.4 | error_pointed+technical,1,AP_C_7bf67ffd_1,Text,erreur_pointée,error_pointed,Tu as écrit une fonction qui agit (elle fait quelque chose) alors qu’elle devrait produire une valeur (calculer quelque chose que le reste du programme peut utiliser). Vérifie si cette fonction doit juste exécuter une action ou vraiment fournir un résultat à réutiliser.,approved,FUNCTION_DEFINITION_MISSING_RETURN,"La définition de fonction de l'élève ne contient pas l'instruction `return` attendue. La fonction calcule éventuellement une valeur mais ne la renvoie pas, laissant l'appelant sans résultat exploitable. Cause typique chez le novice : l'élève affiche la valeur au lieu de la retourner, ou omet complètement le `return`.","FO_1.1.1.4 — Déterminer, le cas échéant, les éléments à retourner par une fonction",
AP_FB_7bf67ffd,error | FO_1.1.1.4 | error_pointed+technical,2,AP_C_7bf67ffd_2,Text,technique,technical,"Vérifie que ta fonction utilise bien <code-inline>return</code-inline> pour envoyer le résultat à l'appelant, pas <code-inline>print</code-inline>. Sans ça, la valeur calculée reste coincée dans la fonction.",approved,FUNCTION_DEFINITION_MISSING_RETURN,"La définition de fonction de l'élève ne contient pas l'instruction `return` attendue. La fonction calcule éventuellement une valeur mais ne la renvoie pas, laissant l'appelant sans résultat exploitable. Cause typique chez le novice : l'élève affiche la valeur au lieu de la retourner, ou omet complètement le `return`.","FO_1.1.1.4 — Déterminer, le cas échéant, les éléments à retourner par une fonction",
AP_FB_8dfe5aff,error | FO_1.1.1.4 | error_pointed+technical,1,AP_C_8dfe5aff_1,Text,erreur_pointée,error_pointed,"Ta fonction fait ce qu'elle doit faire, mais elle oublie de renvoyer le résultat. Une fonction ne sert à rien si elle ne communique pas sa réponse à celui qui l'appelle — pense à ce que l'appelant doit recevoir pour continuer.",approved,FUNCTION_DEFINITION_MISSING_RETURN,"La définition de fonction de l'élève ne contient pas l'instruction `return` attendue. La fonction calcule éventuellement une valeur mais ne la renvoie pas, laissant l'appelant sans résultat exploitable. Cause typique chez le novice : l'élève affiche la valeur au lieu de la retourner, ou omet complètement le `return`.","FO_1.1.1.4 — Déterminer, le cas échéant, les éléments à retourner par une fonction",
AP_FB_8dfe5aff,error | FO_1.1.1.4 | error_pointed+technical,2,AP_C_8dfe5aff_2,Text,technique,technical,"Place <code-inline>return</code-inline> à la fin du corps de ta fonction, juste après avoir calculé la valeur que tu veux envoyer. Ce qui suit <code-inline>return</code-inline> doit être exactement cette valeur, et ton appelant pourra la récupérer en stockant le résultat dans une variable ou en l’utilisant directement.",approved,FUNCTION_DEFINITION_MISSING_RETURN,"La définition de fonction de l'élève ne contient pas l'instruction `return` attendue. La fonction calcule éventuellement une valeur mais ne la renvoie pas, laissant l'appelant sans résultat exploitable. Cause typique chez le novice : l'élève affiche la valeur au lieu de la retourner, ou omet complètement le `return`.","FO_1.1.1.4 — Déterminer, le cas échéant, les éléments à retourner par une fonction",
AP_FB_d0752dd0,error | FO_1.1.1.4 | error_pointed,1,AP_C_d0752dd0_1,Text,erreur_pointée,error_pointed,"Ta fonction contient un return qui ne sert à rien. Une fonction ne retourne une valeur que si ce résultat doit être utilisé ailleurs dans le programme. Ici, ta fonction fait juste une action sans rien calculer à réutiliser.",approved,FUNCTION_DEFINITION_UNNECESSARY_RETURN,"La définition de fonction de l'élève contient une instruction `return` inutile ou inappropriée. La fonction ne doit pas retourner de valeur (fonction de type void/procédure), mais l'élève inclut une instruction `return` avec ou sans valeur. Cela peut causer un comportement imprévu ou une mauvaise compréhension du rôle de la fonction. Cause typique chez le novice : confusion entre les fonctions qui retournent une valeur et celles qui effectuent seulement une action (affichage, modification d'état global, etc.).","FO_1.1.1.4 — Déterminer, le cas échéant, les éléments à retourner par une fonction",
AP_FB_4ce36d73,error | FO_1.1.1.4 | error_pointed+with_example_unrelated_to_exercise,1,AP_C_4ce36d73_1,Text,erreur_pointée,error_pointed,"Tu as ajouté un return dans ta fonction alors qu'elle ne doit rien retourner.
Une fonction qui fait une action (comme déplacer un robot ou dessiner) n'a pas besoin de return.",approved,FUNCTION_DEFINITION_UNNECESSARY_RETURN,"La définition de fonction de l'élève contient une instruction `return` inutile ou inappropriée. La fonction ne doit pas retourner de valeur (fonction de type void/procédure), mais l'élève inclut une instruction `return` avec ou sans valeur. Cela peut causer un comportement imprévu ou une mauvaise compréhension du rôle de la fonction. Cause typique chez le novice : confusion entre les fonctions qui retournent une valeur et celles qui effectuent seulement une action (affichage, modification d'état global, etc.).","FO_1.1.1.4 — Déterminer, le cas échéant, les éléments à retourner par une fonction",
AP_FB_4ce36d73,error | FO_1.1.1.4 | error_pointed+with_example_unrelated_to_exercise,2,AP_C_4ce36d73_2,Text,exemple,with_example_unrelated_to_exercise,"Regarde comment on écrit une fonction qui fait juste une action sans rien renvoyer.

<code-block>
def dire_bonjour(nom):
    print(""Salut, "" + nom + "" !"")
</code-block>",approved,FUNCTION_DEFINITION_UNNECESSARY_RETURN,"La définition de fonction de l'élève contient une instruction `return` inutile ou inappropriée. La fonction ne doit pas retourner de valeur (fonction de type void/procédure), mais l'élève inclut une instruction `return` avec ou sans valeur. Cela peut causer un comportement imprévu ou une mauvaise compréhension du rôle de la fonction. Cause typique chez le novice : confusion entre les fonctions qui retournent une valeur et celles qui effectuent seulement une action (affichage, modification d'état global, etc.).","FO_1.1.1.4 — Déterminer, le cas échéant, les éléments à retourner par une fonction",
AP_FB_394c9ecb,error | FO_1.1.1.4 | error_pointed+logos,1,AP_C_394c9ecb_1,Text,erreur_pointée,error_pointed,"Tu as ajouté un `return` dans ta fonction alors qu'elle n'a rien à renvoyer. Ce `return` envoie une valeur inutile au programme qui appelle la fonction, ce qui peut fausser son comportement. Relis la différence entre une fonction qui agit et une fonction qui calcule.",approved,FUNCTION_DEFINITION_UNNECESSARY_RETURN,"La définition de fonction de l'élève contient une instruction `return` inutile ou inappropriée. La fonction ne doit pas retourner de valeur (fonction de type void/procédure), mais l'élève inclut une instruction `return` avec ou sans valeur. Cela peut causer un comportement imprévu ou une mauvaise compréhension du rôle de la fonction. Cause typique chez le novice : confusion entre les fonctions qui retournent une valeur et celles qui effectuent seulement une action (affichage, modification d'état global, etc.).","FO_1.1.1.4 — Déterminer, le cas échéant, les éléments à retourner par une fonction",
AP_FB_394c9ecb,error | FO_1.1.1.4 | error_pointed+logos,2,AP_C_394c9ecb_2,Text,logos,logos,"Une fonction ne retourne quelque chose que si son travail produit un résultat que le reste du programme doit utiliser. Si son rôle est juste d’agir — dessiner, déplacer, afficher — alors elle n’a rien à transmettre, son effet est déjà visible dans le monde. La question à te poser : est-ce que quelqu’un, ailleurs dans le code, aura besoin de ce que la fonction a fabriqué ? Si non, pas de retour.",approved,FUNCTION_DEFINITION_UNNECESSARY_RETURN,"La définition de fonction de l'élève contient une instruction `return` inutile ou inappropriée. La fonction ne doit pas retourner de valeur (fonction de type void/procédure), mais l'élève inclut une instruction `return` avec ou sans valeur. Cela peut causer un comportement imprévu ou une mauvaise compréhension du rôle de la fonction. Cause typique chez le novice : confusion entre les fonctions qui retournent une valeur et celles qui effectuent seulement une action (affichage, modification d'état global, etc.).","FO_1.1.1.4 — Déterminer, le cas échéant, les éléments à retourner par une fonction",
AP_FB_89cab7fb,error | FO_1.1.1.4 | error_pointed+technical,1,AP_C_89cab7fb_1,Text,erreur_pointée,error_pointed,"Ta fonction contient un `return` qui n’a rien à faire ici. Repose-toi la question : est-ce que cette fonction doit produire un résultat à réutiliser ailleurs, ou simplement exécuter une action ?",approved,FUNCTION_DEFINITION_UNNECESSARY_RETURN,"La définition de fonction de l'élève contient une instruction `return` inutile ou inappropriée. La fonction ne doit pas retourner de valeur (fonction de type void/procédure), mais l'élève inclut une instruction `return` avec ou sans valeur. Cela peut causer un comportement imprévu ou une mauvaise compréhension du rôle de la fonction. Cause typique chez le novice : confusion entre les fonctions qui retournent une valeur et celles qui effectuent seulement une action (affichage, modification d'état global, etc.).","FO_1.1.1.4 — Déterminer, le cas échéant, les éléments à retourner par une fonction",
AP_FB_89cab7fb,error | FO_1.1.1.4 | error_pointed+technical,2,AP_C_89cab7fb_2,Text,technique,technical,"Pour savoir si ta fonction a besoin d'un <code-inline>return</code-inline>, regarde si son résultat est utilisé ailleurs : est-ce qu'on stocke ce qu'elle renvoie dans une variable ou qu'on le passe à une autre fonction ? Si elle ne fait qu'une action comme déplacer le robot ou afficher quelque chose, tu peux supprimer le <code-inline>return</code-inline>.",approved,FUNCTION_DEFINITION_UNNECESSARY_RETURN,"La définition de fonction de l'élève contient une instruction `return` inutile ou inappropriée. La fonction ne doit pas retourner de valeur (fonction de type void/procédure), mais l'élève inclut une instruction `return` avec ou sans valeur. Cela peut causer un comportement imprévu ou une mauvaise compréhension du rôle de la fonction. Cause typique chez le novice : confusion entre les fonctions qui retournent une valeur et celles qui effectuent seulement une action (affichage, modification d'état global, etc.).","FO_1.1.1.4 — Déterminer, le cas échéant, les éléments à retourner par une fonction",
AP_FB_cb58d8b7,error | FO_1.2.3 | error_pointed,1,AP_C_cb58d8b7_1,Text,erreur_pointée,error_pointed,Le problème vient des instructions dans le corps de ta fonction : elles ne font pas ce que la fonction est censée accomplir. Revois une par une ce que chaque ligne devrait réaliser pour répondre à l'objectif de la fonction.,approved,FUNCTION_DEFINITION_BODY_ERROR,"Tag parapluie : toute erreur détectée à l'intérieur du corps d'une fonction — ni dans sa liste de paramètres, ni dans son nom. Se déclenche en complément du tag plus spécifique qui décrit l'erreur exacte au niveau du corps (appel manquant, mauvaise constante, opération superflue, etc.). Cause typique chez le novice : tout écart structurel ou de contenu dans les instructions exécutables de la fonction.",FO_1.2.3 — Modifier le corps d'une fonction,
AP_FB_07b9864a,error | FO_1.2.3 | error_pointed+with_example_unrelated_to_exercise,1,AP_C_07b9864a_1,Text,erreur_pointée,error_pointed,"Tu as écrit une valeur fixe dans le corps de ta fonction alors qu'elle devrait utiliser le paramètre.

Une fonction doit s'adapter à ce qu'on lui donne : vérifie que chaque instruction dans son corps dépend bien des paramètres reçus.",approved,FUNCTION_DEFINITION_BODY_ERROR,"Tag parapluie : toute erreur détectée à l'intérieur du corps d'une fonction — ni dans sa liste de paramètres, ni dans son nom. Se déclenche en complément du tag plus spécifique qui décrit l'erreur exacte au niveau du corps (appel manquant, mauvaise constante, opération superflue, etc.). Cause typique chez le novice : tout écart structurel ou de contenu dans les instructions exécutables de la fonction.",FO_1.2.3 — Modifier le corps d'une fonction,
AP_FB_07b9864a,error | FO_1.2.3 | error_pointed+with_example_unrelated_to_exercise,2,AP_C_07b9864a_2,Text,exemple,with_example_unrelated_to_exercise,"Regarde comment la même fonction peut faire des choses différentes selon ce qu'on lui donne :

<code-block>
def dessiner(n):
    for i in range(n):
        print(""*"", end="""")
    print()

dessiner(3)
dessiner(5)
</code-block>",approved,FUNCTION_DEFINITION_BODY_ERROR,"Tag parapluie : toute erreur détectée à l'intérieur du corps d'une fonction — ni dans sa liste de paramètres, ni dans son nom. Se déclenche en complément du tag plus spécifique qui décrit l'erreur exacte au niveau du corps (appel manquant, mauvaise constante, opération superflue, etc.). Cause typique chez le novice : tout écart structurel ou de contenu dans les instructions exécutables de la fonction.",FO_1.2.3 — Modifier le corps d'une fonction,
AP_FB_7a0327eb,error | FO_1.2.3 | error_pointed+logos,1,AP_C_7a0327eb_1,Text,erreur_pointée,error_pointed,Le corps de ta fonction utilise un nombre fixe au lieu d'utiliser le paramètre. Une fonction doit utiliser ce qu'on lui donne pour s'adapter à chaque appel.,approved,FUNCTION_DEFINITION_BODY_ERROR,"Tag parapluie : toute erreur détectée à l'intérieur du corps d'une fonction — ni dans sa liste de paramètres, ni dans son nom. Se déclenche en complément du tag plus spécifique qui décrit l'erreur exacte au niveau du corps (appel manquant, mauvaise constante, opération superflue, etc.). Cause typique chez le novice : tout écart structurel ou de contenu dans les instructions exécutables de la fonction.",FO_1.2.3 — Modifier le corps d'une fonction,
AP_FB_7a0327eb,error | FO_1.2.3 | error_pointed+logos,2,AP_C_7a0327eb_2,Text,logos,logos,"Le corps d'une fonction, c'est l'endroit où tu écris ce qu'elle doit faire quand on l'appelle. Tout ce que tu y mets détermine son comportement : si tu changes une instruction, la fonction fera autre chose.",approved,FUNCTION_DEFINITION_BODY_ERROR,"Tag parapluie : toute erreur détectée à l'intérieur du corps d'une fonction — ni dans sa liste de paramètres, ni dans son nom. Se déclenche en complément du tag plus spécifique qui décrit l'erreur exacte au niveau du corps (appel manquant, mauvaise constante, opération superflue, etc.). Cause typique chez le novice : tout écart structurel ou de contenu dans les instructions exécutables de la fonction.",FO_1.2.3 — Modifier le corps d'une fonction,
AP_FB_33c1ad64,error | FO_1.2.3 | error_pointed+technical,1,AP_C_33c1ad64_1,Text,erreur_pointée,error_pointed,"Tu as écrit une valeur fixe dans le corps de ta fonction alors qu'elle devrait utiliser le paramètre.

Ce que tu dois retenir : le corps d'une fonction doit s'adapter à ce qu'on lui donne, pas répéter toujours la même chose.",approved,FUNCTION_DEFINITION_BODY_ERROR,"Tag parapluie : toute erreur détectée à l'intérieur du corps d'une fonction — ni dans sa liste de paramètres, ni dans son nom. Se déclenche en complément du tag plus spécifique qui décrit l'erreur exacte au niveau du corps (appel manquant, mauvaise constante, opération superflue, etc.). Cause typique chez le novice : tout écart structurel ou de contenu dans les instructions exécutables de la fonction.",FO_1.2.3 — Modifier le corps d'une fonction,
AP_FB_33c1ad64,error | FO_1.2.3 | error_pointed+technical,2,AP_C_33c1ad64_2,Text,technique,technical,Vérifie que chaque instruction dans le corps de ta fonction fait exactement ce que l'énoncé demande. Tout ce qui est écrit entre les deux-points et le <code-inline>return</code-inline> doit être utile et correct.,approved,FUNCTION_DEFINITION_BODY_ERROR,"Tag parapluie : toute erreur détectée à l'intérieur du corps d'une fonction — ni dans sa liste de paramètres, ni dans son nom. Se déclenche en complément du tag plus spécifique qui décrit l'erreur exacte au niveau du corps (appel manquant, mauvaise constante, opération superflue, etc.). Cause typique chez le novice : tout écart structurel ou de contenu dans les instructions exécutables de la fonction.",FO_1.2.3 — Modifier le corps d'une fonction,
AP_FB_0a4a41e6,error | FO_1.2.4 | error_pointed,1,AP_C_0a4a41e6_1,Text,erreur_pointée,error_pointed,Le corps de ta fonction ne contient pas les bonnes instructions pour faire ce qu'elle doit faire. Repense à ce que chaque ligne à l'intérieur doit accomplir pour que la fonction remplisse son rôle.,approved,FUNCTION_DEFINITION_BODY_ERROR,"Tag parapluie : toute erreur détectée à l'intérieur du corps d'une fonction — ni dans sa liste de paramètres, ni dans son nom. Se déclenche en complément du tag plus spécifique qui décrit l'erreur exacte au niveau du corps (appel manquant, mauvaise constante, opération superflue, etc.). Cause typique chez le novice : tout écart structurel ou de contenu dans les instructions exécutables de la fonction.",FO_1.2.4 — Compléter le corps d'une fonction,
AP_FB_ee0cdcaa,error | FO_1.2.4 | error_pointed+with_example_unrelated_to_exercise,1,AP_C_ee0cdcaa_1,Text,erreur_pointée,error_pointed,"Tu as utilisé une valeur fixe dans le corps de ta fonction alors qu'elle devrait dépendre du paramètre.

Une fonction sert justement à généraliser une action en utilisant ce qu'on lui donne en entrée.",approved,FUNCTION_DEFINITION_BODY_ERROR,"Tag parapluie : toute erreur détectée à l'intérieur du corps d'une fonction — ni dans sa liste de paramètres, ni dans son nom. Se déclenche en complément du tag plus spécifique qui décrit l'erreur exacte au niveau du corps (appel manquant, mauvaise constante, opération superflue, etc.). Cause typique chez le novice : tout écart structurel ou de contenu dans les instructions exécutables de la fonction.",FO_1.2.4 — Compléter le corps d'une fonction,
AP_FB_ee0cdcaa,error | FO_1.2.4 | error_pointed+with_example_unrelated_to_exercise,2,AP_C_ee0cdcaa_2,Text,exemple,with_example_unrelated_to_exercise,"Regarde comment on utilise la valeur reçue dans le corps de la fonction pour faire quelque chose d'utile.

<code-block>
def dire_bonjour(nom):
    message = ""Salut "" + nom
    return message
</code-block>",approved,FUNCTION_DEFINITION_BODY_ERROR,"Tag parapluie : toute erreur détectée à l'intérieur du corps d'une fonction — ni dans sa liste de paramètres, ni dans son nom. Se déclenche en complément du tag plus spécifique qui décrit l'erreur exacte au niveau du corps (appel manquant, mauvaise constante, opération superflue, etc.). Cause typique chez le novice : tout écart structurel ou de contenu dans les instructions exécutables de la fonction.",FO_1.2.4 — Compléter le corps d'une fonction,
AP_FB_bdd31da8,error | FO_1.2.4 | error_pointed+logos,1,AP_C_bdd31da8_1,Text,erreur_pointée,error_pointed,"Tu as utilisé une valeur fixe dans le corps de ta fonction alors qu'elle devrait dépendre du paramètre.

Une fonction sert à généraliser une action : ce que tu écris doit pouvoir s'adapter à n'importe quelle valeur passée en entrée.",approved,FUNCTION_DEFINITION_BODY_ERROR,"Tag parapluie : toute erreur détectée à l'intérieur du corps d'une fonction — ni dans sa liste de paramètres, ni dans son nom. Se déclenche en complément du tag plus spécifique qui décrit l'erreur exacte au niveau du corps (appel manquant, mauvaise constante, opération superflue, etc.). Cause typique chez le novice : tout écart structurel ou de contenu dans les instructions exécutables de la fonction.",FO_1.2.4 — Compléter le corps d'une fonction,
AP_FB_bdd31da8,error | FO_1.2.4 | error_pointed+logos,2,AP_C_bdd31da8_2,Text,logos,logos,"Le corps d'une fonction, c'est l'ensemble des instructions qui disent exactement ce qu'elle doit faire. Ces instructions doivent correspondre à ce que la fonction promet de réaliser avec ce qu'on lui donne.",approved,FUNCTION_DEFINITION_BODY_ERROR,"Tag parapluie : toute erreur détectée à l'intérieur du corps d'une fonction — ni dans sa liste de paramètres, ni dans son nom. Se déclenche en complément du tag plus spécifique qui décrit l'erreur exacte au niveau du corps (appel manquant, mauvaise constante, opération superflue, etc.). Cause typique chez le novice : tout écart structurel ou de contenu dans les instructions exécutables de la fonction.",FO_1.2.4 — Compléter le corps d'une fonction,
AP_FB_31d08bd7,error | FO_1.2.4 | error_pointed+technical,1,AP_C_31d08bd7_1,Text,erreur_pointée,error_pointed,Ton corps de fonction utilise une valeur fixe au lieu de la variable passée en paramètre. Une fonction doit utiliser ce qu'on lui donne pour s'adapter à chaque appel.,approved,FUNCTION_DEFINITION_BODY_ERROR,"Tag parapluie : toute erreur détectée à l'intérieur du corps d'une fonction — ni dans sa liste de paramètres, ni dans son nom. Se déclenche en complément du tag plus spécifique qui décrit l'erreur exacte au niveau du corps (appel manquant, mauvaise constante, opération superflue, etc.). Cause typique chez le novice : tout écart structurel ou de contenu dans les instructions exécutables de la fonction.",FO_1.2.4 — Compléter le corps d'une fonction,
AP_FB_31d08bd7,error | FO_1.2.4 | error_pointed+technical,2,AP_C_31d08bd7_2,Text,technique,technical,"Pour compléter le corps d'une fonction, écris les instructions qui réalisent ce que la fonction doit faire. Utilise les opérations disponibles comme <code-inline>avancer()</code-inline> ou <code-inline>tourner()</code-inline> et construis des expressions qui produisent le résultat attendu. Vérifie que chaque instruction contribue directement à l'objectif de la fonction.",approved,FUNCTION_DEFINITION_BODY_ERROR,"Tag parapluie : toute erreur détectée à l'intérieur du corps d'une fonction — ni dans sa liste de paramètres, ni dans son nom. Se déclenche en complément du tag plus spécifique qui décrit l'erreur exacte au niveau du corps (appel manquant, mauvaise constante, opération superflue, etc.). Cause typique chez le novice : tout écart structurel ou de contenu dans les instructions exécutables de la fonction.",FO_1.2.4 — Compléter le corps d'une fonction,
AP_FB_4c1dba85,error | FO_4.2 | error_pointed,1,AP_C_4c1dba85_1,Text,erreur_pointée,error_pointed,Tu as défini une fonction mais tu ne l'as jamais utilisée. Une fonction ne sert à rien si on ne l'appelle pas pour exécuter son code.,approved,DECLARED_FUNCTION_CALL_MISSING,"Un appel requis à une fonction définie par l'utilisateur est absent du programme de l'élève. La fonction peut être correctement définie, mais l'élève ne l'invoque nulle part alors que la solution attendue le fait. Cause typique chez le novice : l'élève définit une fonction puis réécrit manuellement sa logique à l'endroit où il devrait simplement l'appeler.",FO_4.2 — Appeler une fonction déclarée,
AP_FB_413cd327,error | FO_4.2 | error_pointed+with_example_unrelated_to_exercise,1,AP_C_413cd327_1,Text,erreur_pointée,error_pointed,"Tu as défini une fonction mais tu ne l'appelles jamais.
Une fonction ne sert à rien si tu ne l'utilises pas — pense à l'appeler là où tu en as besoin.",approved,DECLARED_FUNCTION_CALL_MISSING,"Un appel requis à une fonction définie par l'utilisateur est absent du programme de l'élève. La fonction peut être correctement définie, mais l'élève ne l'invoque nulle part alors que la solution attendue le fait. Cause typique chez le novice : l'élève définit une fonction puis réécrit manuellement sa logique à l'endroit où il devrait simplement l'appeler.",FO_4.2 — Appeler une fonction déclarée,
AP_FB_413cd327,error | FO_4.2 | error_pointed+with_example_unrelated_to_exercise,2,AP_C_413cd327_2,Text,exemple,with_example_unrelated_to_exercise,"Regarde comment on réutilise une fonction qu'on a créée pour éviter de tout réécrire. Voici un exemple avec une fonction qui calcule le périmètre d'un rectangle :

<code-block>
def perimetre(longueur, largeur):
    return 2 * (longueur + largeur)

print(perimetre(5, 3))
print(perimetre(10, 2))
print(perimetre(7, 7))
</code-block>",approved,DECLARED_FUNCTION_CALL_MISSING,"Un appel requis à une fonction définie par l'utilisateur est absent du programme de l'élève. La fonction peut être correctement définie, mais l'élève ne l'invoque nulle part alors que la solution attendue le fait. Cause typique chez le novice : l'élève définit une fonction puis réécrit manuellement sa logique à l'endroit où il devrait simplement l'appeler.",FO_4.2 — Appeler une fonction déclarée,
AP_FB_fb75b51c,error | FO_4.2 | error_pointed+logos,1,AP_C_fb75b51c_1,Text,erreur_pointée,error_pointed,"Ta fonction est bien définie, mais tu ne l’appelles jamais après. Où dans ton programme devrais-tu l’utiliser pour qu’elle produise l’effet attendu ? Pense à l’endroit où sa logique devrait s’exécuter.",approved,DECLARED_FUNCTION_CALL_MISSING,"Un appel requis à une fonction définie par l'utilisateur est absent du programme de l'élève. La fonction peut être correctement définie, mais l'élève ne l'invoque nulle part alors que la solution attendue le fait. Cause typique chez le novice : l'élève définit une fonction puis réécrit manuellement sa logique à l'endroit où il devrait simplement l'appeler.",FO_4.2 — Appeler une fonction déclarée,
AP_FB_fb75b51c,error | FO_4.2 | error_pointed+logos,2,AP_C_fb75b51c_2,Text,logos,logos,"Quand tu écris `def ma_fonction():`, Python enregistre simplement la recette dans sa mémoire, comme une page dans un livre de cuisine. Ce n'est que quand tu écris `ma_fonction()` plus tard que Python ouvre le livre à cette page et exécute vraiment les instructions. Cette séparation permet de choisir exactement quand et combien de fois le code doit s'exécuter.",approved,DECLARED_FUNCTION_CALL_MISSING,"Un appel requis à une fonction définie par l'utilisateur est absent du programme de l'élève. La fonction peut être correctement définie, mais l'élève ne l'invoque nulle part alors que la solution attendue le fait. Cause typique chez le novice : l'élève définit une fonction puis réécrit manuellement sa logique à l'endroit où il devrait simplement l'appeler.",FO_4.2 — Appeler une fonction déclarée,
AP_FB_c49733ee,error | FO_4.2 | error_pointed+technical,1,AP_C_c49733ee_1,Text,erreur_pointée,error_pointed,Tu as défini une fonction mais tu ne l'as jamais utilisée. Une fonction ne sert à rien tant qu'on ne l'appelle pas — c'est comme écrire une recette sans jamais la cuisiner.,approved,DECLARED_FUNCTION_CALL_MISSING,"Un appel requis à une fonction définie par l'utilisateur est absent du programme de l'élève. La fonction peut être correctement définie, mais l'élève ne l'invoque nulle part alors que la solution attendue le fait. Cause typique chez le novice : l'élève définit une fonction puis réécrit manuellement sa logique à l'endroit où il devrait simplement l'appeler.",FO_4.2 — Appeler une fonction déclarée,
AP_FB_c49733ee,error | FO_4.2 | error_pointed+technical,2,AP_C_c49733ee_2,Text,technique,technical,"Pour appeler une fonction que tu as créée, écris simplement son nom suivi de parenthèses avec la valeur à utiliser entre elles. Place cet appel après la définition de la fonction, là où tu veux que son code s'exécute. Par exemple, si tu as défini <code-inline>carre(n)</code-inline>, écris <code-inline>carre(5)</code-inline> pour l'utiliser.",approved,DECLARED_FUNCTION_CALL_MISSING,"Un appel requis à une fonction définie par l'utilisateur est absent du programme de l'élève. La fonction peut être correctement définie, mais l'élève ne l'invoque nulle part alors que la solution attendue le fait. Cause typique chez le novice : l'élève définit une fonction puis réécrit manuellement sa logique à l'endroit où il devrait simplement l'appeler.",FO_4.2 — Appeler une fonction déclarée,
AP_FB_7d97a8d7,error | FO_4.2 | error_pointed,1,AP_C_7d97a8d7_1,Text,erreur_pointée,error_pointed,"Tu as appelé ta fonction une fois de trop. Une fonction sert à regrouper du code pour l'utiliser plusieurs fois, mais chaque appel doit correspondre à une action précise dans ton programme.",approved,DECLARED_FUNCTION_CALL_UNNECESSARY,"Le programme de l'élève contient un appel à une fonction définie par l'utilisateur sans contrepartie dans la solution attendue. Cause typique chez le novice : l'élève appelle la fonction une fois de trop, ou l'invoque à un endroit où la solution attendue ne le fait pas.",FO_4.2 — Appeler une fonction déclarée,
AP_FB_db52be1f,error | FO_4.2 | error_pointed+with_example_unrelated_to_exercise,1,AP_C_db52be1f_1,Text,erreur_pointée,error_pointed,Tu as appelé une fonction que tu as créée une fois de trop. Une fonction ne doit être appelée que quand on en a vraiment besoin pour éviter de répéter les mêmes actions inutilement.,approved,DECLARED_FUNCTION_CALL_UNNECESSARY,"Le programme de l'élève contient un appel à une fonction définie par l'utilisateur sans contrepartie dans la solution attendue. Cause typique chez le novice : l'élève appelle la fonction une fois de trop, ou l'invoque à un endroit où la solution attendue ne le fait pas.",FO_4.2 — Appeler une fonction déclarée,
AP_FB_db52be1f,error | FO_4.2 | error_pointed+with_example_unrelated_to_exercise,2,AP_C_db52be1f_2,Text,exemple,with_example_unrelated_to_exercise,"Regarde ce qui se passe quand tu appelles deux fois de suite une fonction qui affiche un message :

<code-block>
def dire_bonjour():
    print(""Salut !"")

dire_bonjour()
dire_bonjour()
</code-block>",approved,DECLARED_FUNCTION_CALL_UNNECESSARY,"Le programme de l'élève contient un appel à une fonction définie par l'utilisateur sans contrepartie dans la solution attendue. Cause typique chez le novice : l'élève appelle la fonction une fois de trop, ou l'invoque à un endroit où la solution attendue ne le fait pas.",FO_4.2 — Appeler une fonction déclarée,
AP_FB_95c321e5,error | FO_4.2 | error_pointed+logos,1,AP_C_95c321e5_1,Text,logos,logos,"Appeler une fonction déclarée, c'est demander au programme d'exécuter le bloc de code que tu as défini sous ce nom. Chaque appel déclenche une nouvelle exécution complète de ce bloc, exactement comme si tu avais recopié son contenu à cet endroit.",approved,DECLARED_FUNCTION_CALL_UNNECESSARY,"Le programme de l'élève contient un appel à une fonction définie par l'utilisateur sans contrepartie dans la solution attendue. Cause typique chez le novice : l'élève appelle la fonction une fois de trop, ou l'invoque à un endroit où la solution attendue ne le fait pas.",FO_4.2 — Appeler une fonction déclarée,
AP_FB_95c321e5,error | FO_4.2 | error_pointed+logos,2,AP_C_95c321e5_2,Text,erreur_pointée,error_pointed,"Tu as appelé ta fonction une fois de trop : il y a un appel qui n'est pas nécessaire pour faire ce que ton programme doit accomplir.
Chaque appel doit correspondre à un besoin précis dans ton code — vérifie combien de fois tu dois vraiment l'utiliser.",approved,DECLARED_FUNCTION_CALL_UNNECESSARY,"Le programme de l'élève contient un appel à une fonction définie par l'utilisateur sans contrepartie dans la solution attendue. Cause typique chez le novice : l'élève appelle la fonction une fois de trop, ou l'invoque à un endroit où la solution attendue ne le fait pas.",FO_4.2 — Appeler une fonction déclarée,
